product_id,store_id,snapshot_date,on_hand_qty,reorder_point,stock_status
PROD-000004,STORE-0005,2026-08-31,116,45,HEALTHY
PROD-000004,STORE-0006,2026-08-31,213,28,HEALTHY
PROD-000004,STORE-0007,2026-08-31,41,28,LOW
PROD-000004,STORE-0008,2026-08-31,90,18,HEALTHY
PROD-000004,STORE-0009,2026-08-31,171,22,HEALTHY
PROD-000004,STORE-0010,2026-08-31,179,48,HEALTHY
PROD-000004,STORE-0011,2026-08-31,165,9,HEALTHY
PROD-000004,STORE-0012,2026-08-31,155,45,HEALTHY
PROD-000005,STORE-0001,2026-08-31,43,39,LOW
PROD-000005,STORE-0002,2026-08-31,186,20,HEALTHY
PROD-000005,STORE-0003,2026-08-31,41,34,LOW
PROD-000005,STORE-0004,2026-08-31,97,22,HEALTHY
PROD-000005,STORE-0005,2026-08-31,236,45,HEALTHY
PROD-000005,STORE-0006,2026-08-31,176,40,HEALTHY
PROD-000005,STORE-0007,2026-08-31,56,48,LOW
PROD-000005,STORE-0008,2026-08-31,83,8,HEALTHY
PROD-000005,STORE-0009,2026-08-31,58,7,HEALTHY
PROD-000005,STORE-0010,2026-08-31,206,25,HEALTHY
PROD-000005,STORE-0011,2026-08-31,102,22,HEALTHY
PROD-000005,STORE-0012,2026-08-31,16,18,CRITICAL
PROD-000006,STORE-0001,2026-08-31,233,41,HEALTHY
PROD-000006,STORE-0002,2026-08-31,224,50,HEALTHY
PROD-000006,STORE-0003,2026-08-31,80,18,HEALTHY
PROD-000006,STORE-0004,2026-08-31,167,36,HEALTHY
PROD-000006,STORE-0005,2026-08-31,101,46,HEALTHY
PROD-000006,STORE-0006,2026-08-31,117,14,HEALTHY
PROD-000006,STORE-0007,2026-08-31,67,13,HEALTHY
PROD-000006,STORE-0008,2026-08-31,63,40,LOW
PROD-000006,STORE-0009,2026-08-31,137,21,HEALTHY
PROD-000006,STORE-0010,2026-08-31,191,42,HEALTHY
PROD-000006,STORE-0011,2026-08-31,109,42,HEALTHY
PROD-000006,STORE-0012,2026-08-31,102,28,HEALTHY
PROD-000007,STORE-0001,2026-08-31,56,13,HEALTHY
PROD-000007,STORE-0002,2026-08-31,130,36,HEALTHY
PROD-000007,STORE-0003,2026-08-31,23,8,HEALTHY
PROD-000007,STORE-0004,2026-08-31,220,12,HEALTHY
PROD-000007,STORE-0005,2026-08-31,39,45,CRITICAL
PROD-000007,STORE-0006,2026-08-31,40,48,CRITICAL
PROD-000007,STORE-0007,2026-08-31,108,43,HEALTHY
PROD-000007,STORE-0008,2026-08-31,16,29,CRITICAL
PROD-000007,STORE-0009,2026-08-31,97,43,HEALTHY
PROD-000007,STORE-0010,2026-08-31,119,38,HEALTHY
PROD-000007,STORE-0011,2026-08-31,64,40,LOW
PROD-000007,STORE-0012,2026-08-31,220,5,HEALTHY
PROD-000008,STORE-0001,2026-08-31,174,12,HEALTHY
PROD-000008,STORE-0002,2026-08-31,174,39,HEALTHY
PROD-000008,STORE-0003,2026-08-31,192,22,HEALTHY
PROD-000008,STORE-0004,2026-08-31,196,46,HEALTHY
PROD-000008,STORE-0005,2026-08-31,87,12,HEALTHY
PROD-000008,STORE-0006,2026-08-31,75,32,HEALTHY
PROD-000008,STORE-0007,2026-08-31,40,34,LOW
PROD-000008,STORE-0008,2026-08-31,0,21,CRITICAL
PROD-000008,STORE-0009,2026-08-31,248,37,HEALTHY
PROD-000008,STORE-0010,2026-08-31,195,16,HEALTHY
PROD-000008,STORE-0011,2026-08-31,129,11,HEALTHY
PROD-000008,STORE-0012,2026-08-31,222,45,HEALTHY
PROD-000009,STORE-0001,2026-08-31,76,45,LOW
PROD-000009,STORE-0002,2026-08-31,129,43,HEALTHY
PROD-000009,STORE-0003,2026-08-31,50,14,HEALTHY
PROD-000009,STORE-0004,2026-08-31,95,15,HEALTHY
PROD-000009,STORE-0005,2026-08-31,138,38,HEALTHY
PROD-000009,STORE-0006,2026-08-31,235,5,HEALTHY
PROD-000009,STORE-0007,2026-08-31,153,25,HEALTHY
PROD-000009,STORE-0008,2026-08-31,125,6,HEALTHY
PROD-000009,STORE-0009,2026-08-31,28,28,CRITICAL
PROD-000009,STORE-0010,2026-08-31,224,24,HEALTHY
PROD-000009,STORE-0011,2026-08-31,61,8,HEALTHY
PROD-000009,STORE-0012,2026-08-31,61,41,LOW
PROD-000010,STORE-0001,2026-08-31,242,10,HEALTHY
PROD-000010,STORE-0002,2026-08-31,21,36,CRITICAL
PROD-000010,STORE-0003,2026-08-31,208,9,HEALTHY
PROD-000010,STORE-0004,2026-08-31,250,39,HEALTHY
PROD-000010,STORE-0005,2026-08-31,196,13,HEALTHY
PROD-000010,STORE-0006,2026-08-31,32,47,CRITICAL
PROD-000010,STORE-0007,2026-08-31,121,40,HEALTHY
PROD-000010,STORE-0008,2026-08-31,42,21,LOW
PROD-000010,STORE-0009,2026-08-31,135,43,HEALTHY
PROD-000010,STORE-0010,2026-08-31,108,18,HEALTHY
PROD-000010,STORE-0011,2026-08-31,237,39,HEALTHY
PROD-000010,STORE-0012,2026-08-31,193,49,HEALTHY
PROD-000011,STORE-0001,2026-08-31,51,50,LOW
PROD-000011,STORE-0002,2026-08-31,79,30,HEALTHY
PROD-000011,STORE-0003,2026-08-31,171,46,HEALTHY
PROD-000011,STORE-0004,2026-08-31,95,33,HEALTHY
PROD-000011,STORE-0005,2026-08-31,230,38,HEALTHY
PROD-000011,STORE-0006,2026-08-31,115,12,HEALTHY
PROD-000011,STORE-0007,2026-08-31,63,19,HEALTHY
PROD-000011,STORE-0008,2026-08-31,16,26,CRITICAL
PROD-000011,STORE-0009,2026-08-31,5,42,CRITICAL
PROD-000011,STORE-0010,2026-08-31,141,19,HEALTHY
PROD-000011,STORE-0011,2026-08-31,150,19,HEALTHY
PROD-000011,STORE-0012,2026-08-31,1,9,CRITICAL
PROD-000012,STORE-0001,2026-08-31,181,45,HEALTHY
PROD-000012,STORE-0002,2026-08-31,15,19,CRITICAL
PROD-000012,STORE-0003,2026-08-31,17,7,HEALTHY
PROD-000012,STORE-0004,2026-08-31,220,26,HEALTHY
PROD-000012,STORE-0005,2026-08-31,18,37,CRITICAL
PROD-000012,STORE-0006,2026-08-31,60,22,HEALTHY
PROD-000012,STORE-0007,2026-08-31,171,36,HEALTHY
PROD-000012,STORE-0008,2026-08-31,54,39,LOW
PROD-000012,STORE-0009,2026-08-31,33,41,CRITICAL
PROD-000012,STORE-0010,2026-08-31,147,35,HEALTHY
PROD-000012,STORE-0011,2026-08-31,62,35,LOW
PROD-000012,STORE-0012,2026-08-31,206,31,HEALTHY
PROD-000013,STORE-0001,2026-08-31,48,11,HEALTHY
PROD-000013,STORE-0002,2026-08-31,24,47,CRITICAL
PROD-000013,STORE-0003,2026-08-31,110,27,HEALTHY
PROD-000013,STORE-0004,2026-08-31,108,31,HEALTHY
PROD-000013,STORE-0005,2026-08-31,119,8,HEALTHY
PROD-000013,STORE-0006,2026-08-31,172,46,HEALTHY
PROD-000013,STORE-0007,2026-08-31,165,11,HEALTHY
PROD-000013,STORE-0008,2026-08-31,15,30,CRITICAL
PROD-000013,STORE-0009,2026-08-31,186,26,HEALTHY
PROD-000013,STORE-0010,2026-08-31,204,11,HEALTHY
PROD-000013,STORE-0011,2026-08-31,63,17,HEALTHY
PROD-000013,STORE-0012,2026-08-31,48,39,LOW
PROD-000014,STORE-0001,2026-08-31,114,13,HEALTHY
PROD-000014,STORE-0002,2026-08-31,108,16,HEALTHY
PROD-000014,STORE-0003,2026-08-31,71,34,HEALTHY
PROD-000014,STORE-0004,2026-08-31,63,9,HEALTHY
PROD-000014,STORE-0005,2026-08-31,113,40,HEALTHY
PROD-000014,STORE-0006,2026-08-31,25,8,HEALTHY
PROD-000014,STORE-0007,2026-08-31,166,39,HEALTHY
PROD-000014,STORE-0008,2026-08-31,214,5,HEALTHY
PROD-000014,STORE-0009,2026-08-31,248,10,HEALTHY
PROD-000014,STORE-0010,2026-08-31,237,20,HEALTHY
PROD-000014,STORE-0011,2026-08-31,42,31,LOW
PROD-000014,STORE-0012,2026-08-31,124,35,HEALTHY
PROD-000015,STORE-0001,2026-08-31,54,30,LOW
PROD-000015,STORE-0002,2026-08-31,231,8,HEALTHY
PROD-000015,STORE-0003,2026-08-31,42,29,LOW
PROD-000015,STORE-0004,2026-08-31,0,29,CRITICAL
PROD-000015,STORE-0005,2026-08-31,67,34,LOW
PROD-000015,STORE-0006,2026-08-31,73,32,HEALTHY
PROD-000015,STORE-0007,2026-08-31,178,40,HEALTHY
PROD-000015,STORE-0008,2026-08-31,169,50,HEALTHY
PROD-000015,STORE-0009,2026-08-31,124,14,HEALTHY
PROD-000015,STORE-0010,2026-08-31,48,23,HEALTHY
PROD-000015,STORE-0011,2026-08-31,55,8,HEALTHY
PROD-000015,STORE-0012,2026-08-31,148,39,HEALTHY
PROD-000016,STORE-0001,2026-08-31,15,25,CRITICAL
PROD-000016,STORE-0002,2026-08-31,14,8,LOW
PROD-000016,STORE-0003,2026-08-31,149,35,HEALTHY
PROD-000016,STORE-0004,2026-08-31,128,38,HEALTHY
PROD-000016,STORE-0005,2026-08-31,40,8,HEALTHY
PROD-000016,STORE-0006,2026-08-31,245,37,HEALTHY
PROD-000016,STORE-0007,2026-08-31,20,16,LOW
PROD-000016,STORE-0008,2026-08-31,17,43,CRITICAL
PROD-000016,STORE-0009,2026-08-31,17,48,CRITICAL
PROD-000016,STORE-0010,2026-08-31,220,20,HEALTHY
PROD-000016,STORE-0011,2026-08-31,103,12,HEALTHY
PROD-000016,STORE-0012,2026-08-31,241,41,HEALTHY
PROD-000017,STORE-0001,2026-08-31,63,42,LOW
PROD-000017,STORE-0002,2026-08-31,152,7,HEALTHY
PROD-000017,STORE-0003,2026-08-31,158,10,HEALTHY
PROD-000017,STORE-0004,2026-08-31,107,47,HEALTHY
PROD-000017,STORE-0005,2026-08-31,149,41,HEALTHY
PROD-000017,STORE-0006,2026-08-31,133,25,HEALTHY
PROD-000017,STORE-0007,2026-08-31,239,21,HEALTHY
PROD-000017,STORE-0008,2026-08-31,52,47,LOW
PROD-000017,STORE-0009,2026-08-31,183,25,HEALTHY
PROD-000017,STORE-0010,2026-08-31,61,21,HEALTHY
PROD-000017,STORE-0011,2026-08-31,101,13,HEALTHY
PROD-000017,STORE-0012,2026-08-31,171,46,HEALTHY
PROD-000018,STORE-0001,2026-08-31,76,34,HEALTHY
PROD-000018,STORE-0002,2026-08-31,80,9,HEALTHY
PROD-000018,STORE-0003,2026-08-31,2,34,CRITICAL
PROD-000018,STORE-0004,2026-08-31,159,41,HEALTHY
PROD-000018,STORE-0005,2026-08-31,25,9,HEALTHY
PROD-000018,STORE-0006,2026-08-31,137,18,HEALTHY
PROD-000018,STORE-0007,2026-08-31,129,21,HEALTHY
PROD-000018,STORE-0008,2026-08-31,33,27,LOW
PROD-000018,STORE-0009,2026-08-31,225,9,HEALTHY
PROD-000018,STORE-0010,2026-08-31,225,20,HEALTHY
PROD-000018,STORE-0011,2026-08-31,94,23,HEALTHY
PROD-000018,STORE-0012,2026-08-31,40,33,LOW
PROD-000019,STORE-0001,2026-08-31,213,39,HEALTHY
PROD-000019,STORE-0002,2026-08-31,180,24,HEALTHY
PROD-000019,STORE-0003,2026-08-31,156,46,HEALTHY
PROD-000019,STORE-0004,2026-08-31,135,5,HEALTHY
PROD-000019,STORE-0005,2026-08-31,170,40,HEALTHY
PROD-000019,STORE-0006,2026-08-31,76,47,LOW
PROD-000019,STORE-0007,2026-08-31,26,13,LOW
PROD-000019,STORE-0008,2026-08-31,67,12,HEALTHY
PROD-000019,STORE-0009,2026-08-31,227,11,HEALTHY
PROD-000019,STORE-0010,2026-08-31,190,40,HEALTHY
PROD-000019,STORE-0011,2026-08-31,39,22,LOW
PROD-000019,STORE-0012,2026-08-31,72,43,LOW
PROD-000020,STORE-0001,2026-08-31,53,50,LOW
PROD-000020,STORE-0002,2026-08-31,87,18,HEALTHY
PROD-000020,STORE-0003,2026-08-31,175,45,HEALTHY
PROD-000020,STORE-0004,2026-08-31,218,21,HEALTHY
PROD-000020,STORE-0005,2026-08-31,129,36,HEALTHY
PROD-000020,STORE-0006,2026-08-31,64,8,HEALTHY
PROD-000020,STORE-0007,2026-08-31,23,45,CRITICAL
PROD-000020,STORE-0008,2026-08-31,108,22,HEALTHY
PROD-000020,STORE-0009,2026-08-31,11,5,HEALTHY
PROD-000020,STORE-0010,2026-08-31,85,13,HEALTHY
PROD-000020,STORE-0011,2026-08-31,163,21,HEALTHY
PROD-000020,STORE-0012,2026-08-31,41,33,LOW
PROD-000021,STORE-0001,2026-08-31,141,50,HEALTHY
PROD-000021,STORE-0002,2026-08-31,109,40,HEALTHY
PROD-000021,STORE-0003,2026-08-31,2,12,CRITICAL
PROD-000021,STORE-0004,2026-08-31,19,49,CRITICAL
PROD-000021,STORE-0005,2026-08-31,231,14,HEALTHY
PROD-000021,STORE-0006,2026-08-31,139,7,HEALTHY
PROD-000021,STORE-0007,2026-08-31,213,28,HEALTHY
PROD-000021,STORE-0008,2026-08-31,149,40,HEALTHY
PROD-000021,STORE-0009,2026-08-31,37,32,LOW
PROD-000021,STORE-0010,2026-08-31,32,7,HEALTHY
PROD-000021,STORE-0011,2026-08-31,78,28,HEALTHY
PROD-000021,STORE-0012,2026-08-31,230,7,HEALTHY
PROD-000022,STORE-0001,2026-08-31,230,27,HEALTHY
PROD-000022,STORE-0002,2026-08-31,53,48,LOW
PROD-000022,STORE-0003,2026-08-31,63,47,LOW
PROD-000022,STORE-0004,2026-08-31,26,27,CRITICAL
PROD-000022,STORE-0005,2026-08-31,199,40,HEALTHY
PROD-000022,STORE-0006,2026-08-31,226,31,HEALTHY
PROD-000022,STORE-0007,2026-08-31,249,44,HEALTHY
PROD-000022,STORE-0008,2026-08-31,191,14,HEALTHY
PROD-000022,STORE-0009,2026-08-31,236,20,HEALTHY
PROD-000022,STORE-0010,2026-08-31,221,15,HEALTHY
PROD-000022,STORE-0011,2026-08-31,249,16,HEALTHY
PROD-000022,STORE-0012,2026-08-31,225,31,HEALTHY
PROD-000023,STORE-0001,2026-08-31,6,16,CRITICAL
PROD-000023,STORE-0002,2026-08-31,188,26,HEALTHY
PROD-000023,STORE-0003,2026-08-31,200,31,HEALTHY
PROD-000023,STORE-0004,2026-08-31,205,47,HEALTHY
PROD-000023,STORE-0005,2026-08-31,221,20,HEALTHY
PROD-000023,STORE-0006,2026-08-31,68,15,HEALTHY
PROD-000023,STORE-0007,2026-08-31,201,49,HEALTHY
PROD-000023,STORE-0008,2026-08-31,27,29,CRITICAL
PROD-000023,STORE-0009,2026-08-31,223,7,HEALTHY
PROD-000023,STORE-0010,2026-08-31,219,35,HEALTHY
PROD-000023,STORE-0011,2026-08-31,56,17,HEALTHY
PROD-000023,STORE-0012,2026-08-31,209,34,HEALTHY
PROD-000024,STORE-0001,2026-08-31,89,24,HEALTHY
PROD-000024,STORE-0002,2026-08-31,210,19,HEALTHY
PROD-000024,STORE-0003,2026-08-31,57,6,HEALTHY
PROD-000024,STORE-0004,2026-08-31,168,17,HEALTHY
PROD-000024,STORE-0005,2026-08-31,102,26,HEALTHY
PROD-000024,STORE-0006,2026-08-31,71,9,HEALTHY
PROD-000024,STORE-0007,2026-08-31,247,22,HEALTHY
PROD-000024,STORE-0008,2026-08-31,89,46,LOW
PROD-000024,STORE-0009,2026-08-31,130,30,HEALTHY
PROD-000024,STORE-0010,2026-08-31,173,39,HEALTHY
PROD-000024,STORE-0011,2026-08-31,84,6,HEALTHY
PROD-000024,STORE-0012,2026-08-31,29,21,LOW
PROD-000025,STORE-0001,2026-08-31,45,42,LOW
PROD-000025,STORE-0002,2026-08-31,246,21,HEALTHY
PROD-000025,STORE-0003,2026-08-31,9,11,CRITICAL
PROD-000025,STORE-0004,2026-08-31,152,32,HEALTHY
PROD-000025,STORE-0005,2026-08-31,88,25,HEALTHY
PROD-000025,STORE-0006,2026-08-31,111,43,HEALTHY
PROD-000025,STORE-0007,2026-08-31,130,12,HEALTHY
PROD-000025,STORE-0008,2026-08-31,98,41,HEALTHY
PROD-000025,STORE-0009,2026-08-31,48,21,HEALTHY
PROD-000025,STORE-0010,2026-08-31,11,50,CRITICAL
PROD-000025,STORE-0011,2026-08-31,111,5,HEALTHY
PROD-000025,STORE-0012,2026-08-31,133,39,HEALTHY
PROD-000026,STORE-0001,2026-08-31,175,47,HEALTHY
PROD-000026,STORE-0002,2026-08-31,50,28,LOW
PROD-000026,STORE-0003,2026-08-31,110,9,HEALTHY
PROD-000026,STORE-0004,2026-08-31,242,47,HEALTHY
PROD-000026,STORE-0005,2026-08-31,235,26,HEALTHY
PROD-000026,STORE-0006,2026-08-31,159,25,HEALTHY
PROD-000026,STORE-0007,2026-08-31,169,12,HEALTHY
PROD-000026,STORE-0008,2026-08-31,184,24,HEALTHY
PROD-000026,STORE-0009,2026-08-31,129,24,HEALTHY
PROD-000026,STORE-0010,2026-08-31,170,31,HEALTHY
PROD-000026,STORE-0011,2026-08-31,83,30,HEALTHY
PROD-000026,STORE-0012,2026-08-31,178,23,HEALTHY
PROD-000027,STORE-0001,2026-08-31,141,13,HEALTHY
PROD-000027,STORE-0002,2026-08-31,49,31,LOW
PROD-000027,STORE-0003,2026-08-31,170,29,HEALTHY
PROD-000027,STORE-0004,2026-08-31,173,16,HEALTHY
PROD-000027,STORE-0005,2026-08-31,157,41,HEALTHY
PROD-000027,STORE-0006,2026-08-31,77,30,HEALTHY
PROD-000027,STORE-0007,2026-08-31,140,5,HEALTHY
PROD-000027,STORE-0008,2026-08-31,77,23,HEALTHY
PROD-000027,STORE-0009,2026-08-31,53,32,LOW
PROD-000027,STORE-0010,2026-08-31,201,42,HEALTHY
PROD-000027,STORE-0011,2026-08-31,155,46,HEALTHY
PROD-000027,STORE-0012,2026-08-31,82,34,HEALTHY
PROD-000028,STORE-0001,2026-08-31,113,33,HEALTHY
PROD-000028,STORE-0002,2026-08-31,172,18,HEALTHY
PROD-000028,STORE-0003,2026-08-31,130,35,HEALTHY
PROD-000028,STORE-0004,2026-08-31,203,15,HEALTHY
PROD-000028,STORE-0005,2026-08-31,168,10,HEALTHY
PROD-000028,STORE-0006,2026-08-31,72,37,LOW
PROD-000028,STORE-0007,2026-08-31,169,45,HEALTHY
PROD-000028,STORE-0008,2026-08-31,158,26,HEALTHY
PROD-000028,STORE-0009,2026-08-31,23,20,LOW
PROD-000028,STORE-0010,2026-08-31,172,24,HEALTHY
PROD-000028,STORE-0011,2026-08-31,57,17,HEALTHY
PROD-000028,STORE-0012,2026-08-31,37,6,HEALTHY
PROD-000029,STORE-0001,2026-08-31,11,20,CRITICAL
PROD-000029,STORE-0002,2026-08-31,121,44,HEALTHY
PROD-000029,STORE-0003,2026-08-31,217,9,HEALTHY
PROD-000029,STORE-0004,2026-08-31,116,31,HEALTHY
PROD-000029,STORE-0005,2026-08-31,226,45,HEALTHY
PROD-000029,STORE-0006,2026-08-31,147,17,HEALTHY
PROD-000029,STORE-0007,2026-08-31,183,49,HEALTHY
PROD-000029,STORE-0008,2026-08-31,98,36,HEALTHY
PROD-000029,STORE-0009,2026-08-31,102,20,HEALTHY
PROD-000029,STORE-0010,2026-08-31,37,46,CRITICAL
PROD-000029,STORE-0011,2026-08-31,176,5,HEALTHY
PROD-000029,STORE-0012,2026-08-31,228,11,HEALTHY
PROD-000030,STORE-0001,2026-08-31,199,32,HEALTHY
PROD-000030,STORE-0002,2026-08-31,56,16,HEALTHY
PROD-000030,STORE-0003,2026-08-31,205,49,HEALTHY
PROD-000030,STORE-0004,2026-08-31,132,34,HEALTHY
PROD-000030,STORE-0005,2026-08-31,12,40,CRITICAL
PROD-000030,STORE-0006,2026-08-31,63,12,HEALTHY
PROD-000030,STORE-0007,2026-08-31,116,13,HEALTHY
PROD-000030,STORE-0008,2026-08-31,205,34,HEALTHY
PROD-000030,STORE-0009,2026-08-31,170,38,HEALTHY
PROD-000030,STORE-0010,2026-08-31,143,43,HEALTHY
PROD-000030,STORE-0011,2026-08-31,81,33,HEALTHY
PROD-000030,STORE-0012,2026-08-31,156,37,HEALTHY
PROD-000031,STORE-0001,2026-08-31,109,40,HEALTHY
PROD-000031,STORE-0002,2026-08-31,114,15,HEALTHY
PROD-000031,STORE-0003,2026-08-31,190,35,HEALTHY
PROD-000031,STORE-0004,2026-08-31,115,21,HEALTHY
PROD-000031,STORE-0005,2026-08-31,192,20,HEALTHY
PROD-000031,STORE-0006,2026-08-31,215,45,HEALTHY
PROD-000031,STORE-0007,2026-08-31,70,38,LOW
PROD-000031,STORE-0008,2026-08-31,124,45,HEALTHY
PROD-000031,STORE-0009,2026-08-31,61,22,HEALTHY
PROD-000031,STORE-0010,2026-08-31,112,9,HEALTHY
PROD-000031,STORE-0011,2026-08-31,182,23,HEALTHY
PROD-000031,STORE-0012,2026-08-31,60,22,HEALTHY
PROD-000032,STORE-0001,2026-08-31,85,25,HEALTHY
PROD-000032,STORE-0002,2026-08-31,228,39,HEALTHY
PROD-000032,STORE-0003,2026-08-31,20,13,LOW
PROD-000032,STORE-0004,2026-08-31,38,19,LOW
PROD-000032,STORE-0005,2026-08-31,98,49,LOW
PROD-000032,STORE-0006,2026-08-31,39,50,CRITICAL
PROD-000032,STORE-0007,2026-08-31,54,9,HEALTHY
PROD-000032,STORE-0008,2026-08-31,106,31,HEALTHY
PROD-000032,STORE-0009,2026-08-31,84,39,HEALTHY
PROD-000032,STORE-0010,2026-08-31,119,31,HEALTHY
PROD-000032,STORE-0011,2026-08-31,15,18,CRITICAL
PROD-000032,STORE-0012,2026-08-31,213,31,HEALTHY
PROD-000033,STORE-0001,2026-08-31,99,42,HEALTHY
PROD-000033,STORE-0002,2026-08-31,242,49,HEALTHY
PROD-000033,STORE-0003,2026-08-31,5,41,CRITICAL
PROD-000033,STORE-0004,2026-08-31,97,35,HEALTHY
PROD-000033,STORE-0005,2026-08-31,1,27,CRITICAL
PROD-000033,STORE-0006,2026-08-31,76,29,HEALTHY
PROD-000033,STORE-0007,2026-08-31,218,31,HEALTHY
PROD-000033,STORE-0008,2026-08-31,137,39,HEALTHY
PROD-000033,STORE-0009,2026-08-31,204,43,HEALTHY
PROD-000033,STORE-0010,2026-08-31,229,19,HEALTHY
PROD-000033,STORE-0011,2026-08-31,124,19,HEALTHY
PROD-000033,STORE-0012,2026-08-31,69,32,HEALTHY
PROD-000034,STORE-0001,2026-08-31,124,6,HEALTHY
PROD-000034,STORE-0002,2026-08-31,99,26,HEALTHY
PROD-000034,STORE-0003,2026-08-31,171,48,HEALTHY
PROD-000034,STORE-0004,2026-08-31,204,30,HEALTHY
PROD-000034,STORE-0005,2026-08-31,185,15,HEALTHY
PROD-000034,STORE-0006,2026-08-31,215,34,HEALTHY
PROD-000034,STORE-0007,2026-08-31,235,13,HEALTHY
PROD-000034,STORE-0008,2026-08-31,159,39,HEALTHY
PROD-000034,STORE-0009,2026-08-31,6,30,CRITICAL
PROD-000034,STORE-0010,2026-08-31,151,41,HEALTHY
PROD-000034,STORE-0011,2026-08-31,169,6,HEALTHY
PROD-000034,STORE-0012,2026-08-31,21,46,CRITICAL
PROD-000035,STORE-0001,2026-08-31,109,13,HEALTHY
PROD-000035,STORE-0002,2026-08-31,221,34,HEALTHY
PROD-000035,STORE-0003,2026-08-31,46,8,HEALTHY
PROD-000035,STORE-0004,2026-08-31,66,29,HEALTHY
PROD-000035,STORE-0005,2026-08-31,83,18,HEALTHY
PROD-000035,STORE-0006,2026-08-31,116,25,HEALTHY
PROD-000035,STORE-0007,2026-08-31,86,29,HEALTHY
PROD-000035,STORE-0008,2026-08-31,71,31,HEALTHY
PROD-000035,STORE-0009,2026-08-31,64,10,HEALTHY
PROD-000035,STORE-0010,2026-08-31,120,6,HEALTHY
PROD-000035,STORE-0011,2026-08-31,191,39,HEALTHY
PROD-000035,STORE-0012,2026-08-31,13,27,CRITICAL
PROD-000036,STORE-0001,2026-08-31,57,46,LOW
PROD-000036,STORE-0002,2026-08-31,17,46,CRITICAL
PROD-000036,STORE-0003,2026-08-31,10,6,LOW
PROD-000036,STORE-0004,2026-08-31,243,20,HEALTHY
PROD-000036,STORE-0005,2026-08-31,51,6,HEALTHY
PROD-000036,STORE-0006,2026-08-31,159,14,HEALTHY
PROD-000036,STORE-0007,2026-08-31,61,13,HEALTHY
PROD-000036,STORE-0008,2026-08-31,121,47,HEALTHY
PROD-000036,STORE-0009,2026-08-31,29,41,CRITICAL
PROD-000036,STORE-0010,2026-08-31,242,18,HEALTHY
PROD-000036,STORE-0011,2026-08-31,119,49,HEALTHY
PROD-000036,STORE-0012,2026-08-31,65,28,HEALTHY
PROD-000037,STORE-0001,2026-08-31,42,43,CRITICAL
PROD-000037,STORE-0002,2026-08-31,155,50,HEALTHY
PROD-000037,STORE-0003,2026-08-31,29,15,LOW
PROD-000037,STORE-0004,2026-08-31,246,24,HEALTHY
PROD-000037,STORE-0005,2026-08-31,27,42,CRITICAL
PROD-000037,STORE-0006,2026-08-31,6,24,CRITICAL
PROD-000037,STORE-0007,2026-08-31,147,48,HEALTHY
PROD-000037,STORE-0008,2026-08-31,232,29,HEALTHY
